dlga_start:party_encounter_routed_agents_are_caught|부탁드립니다. 우리를 내버려 두십시오.
dlga_party_encounter_routed_agents_are_caught:party_encounter_routed_agents_are_caught2|당신은 나에게서 도망 칠 수 있다고 생각합니까? 당신은 나의 죄수이거나 죽을 것입니다!
dlga_party_encounter_routed_agents_are_caught:close_window|확인. 우리는 이번에 당신을 평화롭게 할 것입니다. 다시는 우리와 대면하지 마십시오.
dlga_party_encounter_routed_agents_are_caught2:close_window|자비가 없습니까? 좋아, 우리는 마지막 사람과 싸울 것입니다!
dlga_party_encounter_routed_agents_are_caught2:close_window.1|{s1}
dlga_prisoner_chat:prisoner_chat_2|당신은 내 죄수입니다. 도망 치거나 어리석은 짓을하지 마십시오.
dlga_prisoner_chat_2:prisoner_chat_sig|나는 당신의 죄수입니다. {reg63? Lord : Lady} {playername}. 지금 나를 조롱하고 싶습니까?
dlga_prisoner_chat_sig:prisoner_chat_sig2|글쎄 {s43}, 그것은 흥미로운 아이디어입니다.
dlga_prisoner_chat_sig2:prisoner_chat_sig3|당신이 나를 이겼다는 것은 사실입니다. 내 추종자들이 내게 몸값을 줄 수 있기 때문에 나는 자유를 구할 것입니다. ^ 나에게 당신에게 다이아몬드를 제공 할 수도 있고, 아마도 보석, 특별한 가치를 지닌 Qualis 보석입니다. ^ 내가 당신에게 내 검이나 갑옷과 명예를 줄 수 있습니다. 네가 내 자유를 인정한다면 다시는 무기를 들지 않을 것이다.
dlga_prisoner_chat_sig2:prisoner_chat_sig3.1|당신이 나를 이겼다는 것은 사실입니다. 내 추종자들이 내게 몸값을 줄 수 있기 때문에 나는 자유를 구할 것입니다. ^ 나는 당신에게 다이아몬드를 제공 할 수 있습니다. 당신이 내 자유를 허락한다면 다시는 무기를 들지 않을 것을 명예.
dlga_prisoner_chat_sig2:prisoner_chat_sig3.2|당신이 나를 이겼다는 것은 사실입니다. 내 추종자들이 내게 몸값을 줄 수 있기 때문에 나는 자유를 구할 것입니다. ^ 나는 당신에게 다이아몬드를 제공 할 수 있습니다. 네가 내 자유를 인정한다면 다시는 무기를 들지 않을 것이다.
dlga_prisoner_chat_sig2:prisoner_chat_sig3.3|당신이 나를 이겼다는 것은 사실입니다. 내 추종자들이 내게 몸값을 줄 수 있기 때문에 나는 자유를 구할 것입니다. ^ 나에게 당신에게 다이아몬드를 제공 할 수도 있고, 아마도 보석, 특별한 가치를 지닌 Qualis 보석입니다. ^ 또는, 나는 당신에게 내 자유를 허락한다면 다시 무기를 들지 않을 것이다.
dlga_prisoner_chat_sig3:prisoner_chat_threat|잘, 나는 다이아몬드의 더미를 받아 들일 것이다. 당신은 자유롭게 갈 수 있습니다.
dlga_prisoner_chat_sig3:close_window|다이아몬드 더미는 좋은 소리지만 내 재고가 가득 찼습니다.
dlga_prisoner_chat_sig3:prisoner_chat_threat.1|우수한. 나는 당신의 자유로 당신의 Qualis 보석을 받아 들일 것입니다.
dlga_prisoner_chat_sig3:close_window.1|Qualis 보석에 관심이 있지만 재고가 가득 찼습니다.
dlga_prisoner_chat_sig3:prisoner_chat_threat_retire|당신은 고국으로 돌아와서 다시는 무기를 들지 않아야합니다.
dlga_prisoner_chat_sig3:prisoner_chat_threat_retire.1|당신은 당신의 고국으로 돌아갈 수 있지만 먼저 무기를 처리하십시오.
dlga_prisoner_chat_sig3:prisoner_chat_threat_retire.2|나는 당신의 갑옷을 받아들입니다.
dlga_prisoner_chat_sig3:close_window.2|선물에 관심이 있지만 재고가 가득 찼습니다.
dlga_prisoner_chat_sig3:close_window.3|선물에 관심이 있지만 (최대 5 개) 재고가 가득 찼습니다.
dlga_prisoner_chat_sig3:prisoner_chat_blueprints|당신이 당신의 독특한 장비의 비밀을 보여 주면 당신을 풀어줄 것입니다.
dlga_prisoner_chat_sig3:close_window.4|아니, 당신의 죽음만으로 충분합니다.
dlga_prisoner_chat_sig3:close_window.5|나는 당신의 제안을 생각할 것입니다.
dlga_prisoner_chat_2:prisoner_chat_noble|저는 당신의 죄수입니다. {playername} 님. 당신은 나에게 무엇을 가질 것입니까?
dlga_prisoner_chat_noble:prisoner_chat_noble1|음 {s43}, 자유에 관심이 있습니까?
dlga_prisoner_chat_noble1:prisoner_chat_noble2|당신이 나를 물리 친 것은 부끄러운 일입니다. 나는 가족이 나를 대속 할 수있는 자유를 구할 것입니다. {reg23} 디나르를 제공 할 수 있습니다. ^^ {s23}
dlga_prisoner_chat_noble2:close_window|저는 {reg23} 디나르의 몸값을 받아 들일 것입니다.
dlga_prisoner_chat_noble2:defeat_lord_answer_2|실제로, 당신은 자유롭게 갈 수 있습니다.
dlga_prisoner_chat_noble2:close_window.1|나는 당신의 무기를 가져갈 것입니다, 그러나 먼저 약간의 공간을 비워야합니다.
dlga_prisoner_chat_noble2:close_window.2|나는 당신의 무기를 가지고 있습니다. 이제 내 시야에서 벗어나 집으로 도망쳐 라, 겁쟁이!
dlga_prisoner_chat_noble2:companion_comment_lord_joined|{s23}
dlga_companion_comment_lord_joined:close_window|{s4}
dlga_companion_comment_lord_joined:close_window.1|나는 당신을 잘 섬길 것입니다.
dlga_prisoner_chat_noble2:close_window.3|나는 당신의 제안을 생각할 것입니다.
dlga_prisoner_chat_2:prisoner_noldor_chat1|우리는 항복했으며, 당신의 능력과 자비에 있습니다.
dlga_prisoner_noldor_chat1:close_window|나는 당신이 당신의 숲으로 돌아와서 다시는 나를 대항하지 말아야한다고 생각합니다.
dlga_prisoner_noldor_chat1:prisoner_noldor_chat1_all|나는 당신의 사슬에서 모두 당신을 풀어 당신은 집에 갈 자유입니다.
dlga_prisoner_noldor_chat1_all:prisoner_noldor_chat1_all_1|당신은 인간에게 매우 '자비로운'사람입니다.
dlga_prisoner_noldor_chat1_all_1:close_window|당신이 말하는 것을 조심하십시오! 내 인내심을 시험하고 있습니다. 나는 당신이 지금 떠날 것을 제안합니다.
dlga_prisoner_noldor_chat1_all_1:close_window.1|다시 생각해 보니 마음이 바뀌 었습니다. 체인을 다시 장착합니다.
dlga_prisoner_noldor_chat1:close_window.1|그렇습니다. 우리는 곧 이야기 할 수 있습니다.
dlga_prisoner_chat_2:close_window|아뇨, 맹세합니다
dlga_prisoner_chat_threat:last_player_statement|다음 회의 {reg63? Lord : Lady} {playername}을 기대합니다! 나는 당신이 내 앞에 무릎을 꿇고 당신이 잡종으로 분출하는 것을 볼 것입니다!
dlga_prisoner_chat_threat_retire:last_player_goodbye|그러면 나는 내 말을 지키고 갈 것이다. 나는 와인 한 잔을 들고 당신의 최종 패배를 축하합니다. {reg63? Lord : Lady} {playername}!
dlga_prisoner_chat_blueprints:last_player_statement|잘, 나는 나의 스미스가 당신에게 그들의 비밀을 보여줄 것이다! 그러나 당신은 나의 마지막을 보지 못했다는 것을 기억하십시오!
dlga_last_player_statement:close_window|다음에 나는 너무 관대하지 않을 것이다.
dlga_last_player_goodbye:close_window|그리고 나는 당신의 은퇴를 건배 할 것입니다. 당신이 나에게 당신의 말을 지키고 돌아 오지 않는 것을 참조하십시오. 돌아 오면 후회하게됩니다.
dlga_start:town_merchant_talk|인사말, {reg63? 주인 : 나의 아가씨}. 오늘 어떻게 도와 드릴까요?
dlga_start:town_merchant_talk.1|좋은 날. 내가 당신을 위해 무엇을 할 수?
dlga_town_merchant_talk:trade_requested_weapons|새 무기를 사고 싶습니다. 당신의 실력을 보여주세요.
dlga_town_merchant_talk:trade_requested_armor|장비를 찾고 있습니다. 당신이 무엇을 보여줘.
dlga_town_merchant_talk:trade_requested_horse|나는 말을 사려고 생각하고 있습니다.
dlga_trade_requested_weapons:merchant_trade|아, 네 {reg63? sir : madam}. 이 무기는 어디에서나 볼 수있는 최고입니다.
dlga_trade_requested_armor:merchant_trade|물론, {reg63? sir : madam}. 모든 펜 도르에서 이보다 더 좋은 품질의 갑옷을 찾을 수는 없습니다.
dlga_trade_requested_horse:merchant_trade|{reg63? sir : madam} 말의 눈이 잘 보입니다. 당신은 다른 곳보다 더 나은 짐승을 찾을 수 없습니다.
dlga_merchant_trade:town_merchant_talk|다른 거있어?
dlga_town_merchant_talk:merchant_gossip|말해. 요즘 사람들은 무엇에 대해 이야기하고 있습니까?
dlga_merchant_gossip:town_merchant_talk|{s3}
dlga_town_merchant_talk:town_merchant_horse_armor_1|오래된 말 품종에 대해 이야기 할 수있는 사람이 있습니까?
dlga_town_merchant_horse_armor_1:town_merchant_talk|{s54}는 여기서 말을 교환합니다. 그는 이전에 낡은 품종에 대해 이야기 한 적이 없지만 우리는 보통 함께 사업을하지 않으며 몇 번만 말한 적이 있습니다.
dlga_town_merchant_talk:town_horse_merchant_horse_armor_1|오래된 또는 고대 말 품종에 대한 정보가 있습니까?
dlga_town_horse_merchant_horse_armor_1:town_horse_merchant_horse_armor_2|하아! 하루 종일 '고대 말 품종'에 대해 이야기 할 수 있습니다.
dlga_town_horse_merchant_horse_armor_2:town_horse_merchant_horse_armor_3|좀 더 구체적으로 말하면, 나는 옛 펜 도리아 군주국이 자란 말에 대한 정보를 찾고 있습니다 ...
dlga_town_horse_merchant_horse_armor_3:town_horse_merchant_horse_armor_4|흠, 내가 생각할 수있는 말의 종류는 '펜더 로얄 스 티즈'뿐입니다. 그들이 얼마나 웅장한 동물입니까. 붉은 전염병에 의해 거의 지워졌습니다!
dlga_town_horse_merchant_horse_armor_4:town_horse_merchant_horse_armor_5|'... 거의 없어졌다 ...'? 그것들이 여전히 존재한다는 의미입니까?
dlga_town_horse_merchant_horse_armor_5:town_horse_merchant_horse_armor_6|알프레드 왕 이후로 가계도가 내려가는 방식으로, 사 레온에서만 가능합니다. 그것들은 몇 백 년 전에 정확한 품종이 아닐 수도 있지만, 공통된 특성으로 연결되어 있으며 동일한 물리적 성질을 가지고 있습니다. ^^ 나는 아주 적은 조상 중 세 명을 소유하고 있는데, 마지막 왕이 나 자신을 탔습니다!
dlga_town_horse_merchant_horse_armor_6:town_horse_merchant_horse_armor_7|나는 하나를 사고 싶습니다!
dlga_town_horse_merchant_horse_armor_7:town_horse_merchant_horse_armor_8|이 말이 팔리지 않을까 걱정됩니다. 우리 가족은 여러 세대 동안 말을 사육했으며 우리는이 왕실을 보존 할 수 있다는 것을 매우 자랑스럽게 생각합니다. ^^하지만 관심이 있다면 다른 좋은 말이 있습니까?
dlga_town_horse_merchant_horse_armor_8:town_horse_merchant_horse_armor_9|나는 다른 곳에서 '좋은 말'을 살 수는 있지만이 오래된 갑옷에는 맞지 않습니다 ...
dlga_town_horse_merchant_horse_armor_9:town_horse_merchant_horse_armor_10|기다림! Pendor Royal Barding!을 찾았다는 말입니까?
dlga_town_horse_merchant_horse_armor_10:town_horse_merchant_horse_armor_11|그것은 현재 약간 변색되었지만 여전히 나에게는 꽤 좋은 모양입니다. 리더에게 적합합니다.
dlga_town_horse_merchant_horse_armor_11:town_horse_merchant_horse_armor_12|아, 내가 죽기 전에이 갑옷에서 내 말 중 하나를 볼 수있을 것입니다! ^^ 음 ... 무엇을 말해 줄까, 나는 내 지팡이 중 하나를 중간 크기의 다이아몬드 주머니로 바꾸겠다. 나는 그것이 공정 거래라고 생각합니다. 당신은 무엇을 말합니까?
dlga_town_horse_merchant_horse_armor_12:town_merchant_talk|감사합니다. 이 다이아몬드를 가져 가십시오.
dlga_town_horse_merchant_horse_armor_12:town_merchant_talk.1|나는 당신에게 다이아몬드를 가져올 것이다. 곧 돌아올 것이다.
dlga_town_merchant_talk:close_window|나는 당신을 위해 다이아몬드를 가지고 있습니다.
dlga_town_merchant_talk:close_window.1|아주 좋아요 안녕.
dlga_start:signature_player_introduce|예 내 {reg63? lord : lady}? 내가 당신을 위해 무엇을 할 수 있습니까?
dlga_signature_player_introduce:signature_first_response|펜 도르에 관한 소문이 많습니다. 당신에 대해 더 많이 배우고 싶습니다.
dlga_signature_first_response:signature_player_response_2|{s4}
dlga_signature_player_response_2:close_window|고맙습니다. 충분히 들었습니다. 좋은 날.
dlga_signature_player_response_2:signature_second_response|그것에 대해 설명해 주시겠습니까?
dlga_signature_second_response:signature_player_response_3|{s4}
dlga_signature_player_response_3:signature_third_response|계속 해주십시오...
dlga_signature_third_response:signature_player_response_4|{s4}
dlga_signature_player_response_4:close_window|고마워요 .. 흥미 롭습니다.
dlga_start:town_dweller_talk|내 {reg63? lord : lady}?
dlga_start:town_dweller_talk.1|좋은 하루 되세요, {reg63? sir : madam}.
dlga_town_dweller_talk:town_dweller_ask_fugitive|{s4}라는 이름의 남자를 찾고 있습니다. 그가 여기 숨어 있을지도 모른다고 들었습니다.
dlga_town_dweller_ask_fugitive:close_window|낯선 사람들이 와서 우리 마을 {reg63? sir : madam}로갑니다. 그가 여기 숨어 있다면 주위를 둘러 보면 그를 찾을 것입니다.
dlga_town_dweller_talk:town_dweller_quest_meet_spy_in_enemy_town_ask_item|나를 용서하지만, 당신이 입고있는 {s5}입니까?
dlga_town_dweller_quest_meet_spy_in_enemy_town_ask_item:town_dweller_talk|{s6}
dlga_town_dweller_talk:town_dweller_quest_meet_spy_in_enemy_town|{s4}
dlga_town_dweller_quest_meet_spy_in_enemy_town:town_dweller_quest_meet_spy_in_enemy_town_know|{s4}
dlga_town_dweller_quest_meet_spy_in_enemy_town:town_dweller_quest_meet_spy_in_enemy_town_dont_know|뭐라고? 어떤 종류의 횡설수설입니까?
dlga_town_dweller_quest_meet_spy_in_enemy_town_dont_know:close_window|신경 쓰지 마.
dlga_town_dweller_quest_meet_spy_in_enemy_town_know:town_dweller_quest_meet_spy_in_enemy_town_chat|귀하의 보고서를 수집하기 위해 {s4}가 저를 보냈습니다. 당신은 그들과 함께 있습니까?
dlga_town_dweller_quest_meet_spy_in_enemy_town_chat:town_dweller_quest_meet_spy_in_enemy_town_chat_2|당신을 기다리고있었습니다. 여기에서 {s4}에 도달하고 지체없이 도달해야합니다.
dlga_town_dweller_quest_meet_spy_in_enemy_town_chat_2:close_window|작별.
dlga_town_dweller_talk:town_dweller_ask_info|이 마을에 대해 무엇을 말해 줄 수 있습니까?
dlga_town_dweller_talk:town_dweller_ask_info.1|이 마을에 대해 무엇을 말해 줄 수 있습니까?
dlga_town_dweller_ask_info:close_window|{s10} {s11}
dlga_town_dweller_talk:town_dweller_ask_situation|인생은 어때?
